,experiment,num,iterations
88,uniform_biased_RRT_biased_center_connected,88,178.91555903049257
89,uniform_biased_RRT_biased_center_connected,89,178.7664190774042
90,uniform_biased_RRT_biased_center_connected,9,177.92959123802072
91,uniform_biased_RRT_biased_center_connected,90,178.3374437267567
92,uniform_biased_RRT_biased_center_connected,91,178.92355816226785
93,uniform_biased_RRT_biased_center_connected,92,178.11641557425162
94,uniform_biased_RRT_biased_center_connected,93,178.410661980082
95,uniform_biased_RRT_biased_center_connected,94,178.56506447831185
96,uniform_biased_RRT_biased_center_connected,95,179.06877686596326
97,uniform_biased_RRT_biased_center_connected,96,178.37145650048876
98,uniform_biased_RRT_biased_center_connected,97,178.3509765625
99,uniform_biased_RRT_biased_center_connected,98,178.86147524946193
100,uniform_biased_RRT_biased_center_connected,99,178.34428152492669
101,uniform_biased___center_connected,-1,218.39318023660402
102,uniform_biased___center_connected,0,219.10365747963252
103,uniform_biased___center_connected,1,218.20407098121086
104,uniform_biased___center_connected,10,218.22798468499826
105,uniform_biased___center_connected,11,219.27005023384723
106,uniform_biased___center_connected,12,218.08034010064202
107,uniform_biased___center_connected,13,218.91929643041902
108,uniform_biased___center_connected,14,217.39745156222727
109,uniform_biased___center_connected,15,217.5439818846891
110,uniform_biased___center_connected,16,219.01023062250738
111,uniform_biased___center_connected,17,218.42137931034483
112,uniform_biased___center_connected,18,218.41275634341326
113,uniform_biased___center_connected,19,219.85509002770084
114,uniform_biased___center_connected,2,218.42003484320557
115,uniform_biased___center_connected,20,218.69873898773537
116,uniform_biased___center_connected,21,217.6531184302733
117,uniform_biased___center_connected,22,220.04398068299415
118,uniform_biased___center_connected,23,218.9141720020765
119,uniform_biased___center_connected,24,219.12925522723344
120,uniform_biased___center_connected,25,217.94620857192436
121,uniform_biased___center_connected,26,218.27168433860595
122,uniform_biased___center_connected,27,218.14522026815254
123,uniform_biased___center_connected,28,218.67059231035677
124,uniform_biased___center_connected,29,218.75487804878048
125,uniform_biased___center_connected,3,218.9604715672677
126,uniform_biased___center_connected,30,218.3998958152457
127,uniform_biased___center_connected,31,218.8853569567483
